ID_A,ID,Title,Body,Moderation state
3026,23001,Birinchi 6 oy ichida o'sish haqida – bolaning vazni uning uzunlik / bo'yiga  mos,"Barakalla! Farzandingiz yaxshi o'smoqda va uning vazni bo'yiga mos kelmoqda. To'g'ri ovqatlanish, jismoniy faollik va uyqu bo'yicha tavsiyalarga amal qilishda davom eting. Farzandingizning o'sishini kuzatib boring.",Published
3031,23002,7-9 oylikda o'sish haqida – bolaning vazni uning uzunlik / bo'yiga  mos,"Barakalla! Farzandingiz yaxshi o'smoqda va uning vazni bo'yiga mos kelmoqda. To'g'ri ovqatlanish, jismoniy faollik va uyqu bo'yicha tavsiyalarga amal qilishda davom eting. Farzandingizning o'sishini kuzatib boring.",Published
3036,23003,10-12 oylikda o'sish haqida – bolaning vazni uning uzunlik / bo'yiga  mos,"Barakalla! Farzandingiz yaxshi o'smoqda va uning vazni bo'yiga mos kelmoqda. To'g'ri ovqatlanish, jismoniy faollik va uyqu bo'yicha tavsiyalarga amal qilishda davom eting. Farzandingizning o'sishini kuzatib boring.",Published
3041,23004,13-24 oylikda o'sish haqida – bolaning vazni uning uzunlik / bo'yiga mos,"Barakalla! Farzandingiz yaxshi o'smoqda va uning vazni bo'yiga mos kelmoqda. To'g'ri ovqatlanish, jismoniy faollik va uyqu bo'yicha tavsiyalarga amal qilishda davom eting. Farzandingizning o'sishini kuzatib boring.",Published
3046,23005,25-60 oylikda o'sish haqida - bolaning vazni uning bo'yiga  mos,"Barakalla! Farzandingiz yaxshi o'smoqda va uning vazni bo'yiga mos kelmoqda. To'g'ri ovqatlanish, jismoniy faollik va uyqu bo'yicha tavsiyalarga amal qilishda davom eting. Farzandingizning o'sishini kuzatib boring.",Published
3051,23006,Dastlabki 6 oylikda o'sish haqida - yengil vazn etishmasligi,"Diqqat! Farzandingiz vazn yo'qotmoqda (yoki vazn qo'shmayapti) va unda uzunligi / bo'yi uchun o'rtacha vazn etishmasligi mavjud. Ushbu holat bir necha hafta ichida yuz berishi mumkin, shuning uchun buning sabablarni aniqlashni o'ylab ko'ring: yaqin orada o'tkazilgan yuqumli kasallik yoki diareya, boshqa ba'zi surunkali kasalliklar, etarli bo'lmagan yoki noto'g'ri ovqatlanish, oiladagi o'zgarishlar va boshqalar. Buning sababini aniqlash, ovqatlanishni to'g'rilash va o'sishni keyingi kuzatish dinamikasini aniqlash uchun pediatrga albatta murojaat qiling. Ovqatlanish ratsionini yaxshilash uchun bolangiz katta e'tiborga muhtoj.",Published
3056,23007,7-9 oylik o'sish haqida ko'proq ma'lumot - engil ovqatlanish,"diqqat Farzandingiz vazni yo'qotmoqda (yoki vazn orttirmayapti) va uzunligi / bo'yi uchun o'rtacha vazn etishmasligi mavjud. Bu holat bir necha hafta ichida sodir bo'lishi mumkin edi, shuning uchun ba'zi bir tezkor sabablarni topishni o'ylab ko'ring: yaqinda yuqumli kasallik yoki diareya, boshqa surunkali kasalliklar, etarli bo'lmagan ovqatlanish va juda noto'g'ri ovqatlanish, yaqin atrofdagi o'zgarishlar va boshqalar. Buning sababini aniqlash, yo'qotishni to'g'irlash va o'sishni keyingi kuzatib borish dinamikasini aniqlash uchun pediatr bilan tekshiruvni tayinlaganingizga ishonch hosil qiling. Ratsionni yaxshilash uchun bolangiz katta e'tiborga muhtoj.",Published
3061,23008,10-12 oylik o'sish haqida ko'proq ma'lumot - engil ovqatlanish,"diqqat Farzandingiz vazni yo'qotmoqda (yoki vazn orttirmayapti) va uzunligi / bo'yi uchun o'rtacha vazn etishmasligi mavjud. Bu holat bir necha hafta ichida sodir bo'lishi mumkin edi, shuning uchun ba'zi bir tezkor sabablarni aniqlashni o'ylab ko'ring: yaqinda yuqumli kasallik yoki diareya, boshqa surunkali kasalliklar, etarli bo'lmagan ovqatlanish va juda noto'g'ri ovqatlanish, yaqin atrofdagi o'zgarishlar va boshqalar. Buning sababini aniqlash, yo'qotishni to'g'irlash va o'sishni keyingi kuzatib borish dinamikasini aniqlash uchun pediatr bilan tekshiruvni tayinlaganingizga ishonch hosil qiling. Ratsionni yaxshilash uchun bolangiz katta e'tiborga muhtoj.",Published
3066,23009,13-24 oylik o'sish haqida ko'proq ma'lumot - engil ovqatlanish,"diqqat Farzandingiz vazni yo'qotmoqda (yoki vazn orttirmayapti) va uzunligi / bo'yi uchun o'rtacha vazn etishmasligi mavjud. Bu holat bir necha hafta ichida sodir bo'lishi mumkin edi, shuning uchun ba'zi bir tezkor sabablarni topishni o'ylab ko'ring: yaqinda yuqumli kasallik yoki diareya, boshqa surunkali kasalliklar, etarli bo'lmagan ovqatlanish va juda noto'g'ri ovqatlanish, yaqin atrofdagi o'zgarishlar va boshqalar. Buning sababini aniqlash, yo'qotishni to'g'irlash va o'sishni keyingi kuzatib borish dinamikasini aniqlash uchun pediatr bilan tekshiruvni tayinlaganingizga ishonch hosil qiling. Ratsionni yaxshilash uchun bolangiz katta e'tiborga muhtoj.",Published
3071,23010,O'sish haqida ko'proq ma'lumot 25-60 oy - engil ovqatlanish,"diqqat Farzandingiz vazni yo'qotmoqda (yoki vazn orttirmayapti) va uzunligi / bo'yi uchun o'rtacha vazn etishmasligi mavjud. Bunday holat bir necha hafta ichida sodir bo'lishi mumkin edi, shuning uchun ba'zi bir tezkor sabablarni aniqlashni o'ylab ko'ring: yaqinda yuqumli kasallik yoki diareya, boshqa surunkali kasalliklar, etarli bo'lmagan ovqatlanish va juda noto'g'ri ovqatlanish, yaqin atrofdagi o'zgarishlar va boshqalar. Buning sababini aniqlash, yo'qotishni to'g'irlash va o'sishni keyingi kuzatib borish dinamikasini aniqlash uchun pediatr bilan tekshiruvni tayinlaganingizga ishonch hosil qiling. Ratsionni yaxshilash uchun bolangiz katta e'tiborga muhtoj.",Published
3076,23011,Dastlabki 6 oyda o'sish haqida ko'proq ma'lumot - og'ir ovqatlanish,"diqqat Farzandingiz uzunlik / bo'y uchun og'irlik etishmovchiligiga ega. Bu holat bir necha hafta ichida sodir bo'lishi mumkin edi, shuning uchun ba'zi bir tezkor sabablarni aniqlashni o'ylab ko'ring, ba'zi sabablar bo'lishi mumkin: so'nggi kasalliklar, metabolik va surunkali kasalliklar, etarli va noto'g'ri ovqatlanish, atrofdagi muhit o'zgarishi va boshqalar. Buning sababini o'rganish va yo'qotish o'rnini qanday qoplashni aniqlash uchun shoshilinch ravishda pediatrga murojaat qiling.",Published
3081,23012,7-9 oylik o'sish haqida ko'proq ma'lumot - og'ir ovqatlanish etishmovchiligi,"diqqat Farzandingiz uzunlik / bo'y uchun og'irlik etishmovchiligiga ega. Bu holat bir necha hafta ichida sodir bo'lishi mumkin edi, shuning uchun ba'zi bir tezkor sabablarni aniqlashni o'ylab ko'ring, ba'zi sabablar bo'lishi mumkin: so'nggi kasalliklar, metabolik va surunkali kasalliklar, etarli va noto'g'ri ovqatlanish, atrofdagi muhit o'zgarishi va boshqalar. Buning sababini o'rganish va yo'qotish o'rnini qanday qoplashni aniqlash uchun shoshilinch ravishda pediatrga murojaat qiling.",Published
3086,23013,10-12 oylik o'sish haqida ko'proq ma'lumot - og'ir ovqatlanish,"diqqat Farzandingiz uzunlik / bo'y uchun og'irlik etishmovchiligiga ega. Bu holat bir necha hafta ichida sodir bo'lishi mumkin edi, shuning uchun ba'zi bir tezkor sabablarni aniqlashni o'ylab ko'ring, ba'zi sabablar bo'lishi mumkin: so'nggi kasalliklar, metabolik va surunkali kasalliklar, etarli va noto'g'ri ovqatlanish, atrofdagi muhit o'zgarishi va boshqalar. Buning sababini o'rganish va yo'qotish o'rnini qanday qoplashni aniqlash uchun shoshilinch ravishda pediatrga murojaat qiling.",Published
3091,23014,O'sish haqida ko'proq ma'lumot 13 - 24 oy - og'ir ovqatlanish etishmovchiligi,"diqqat Farzandingiz uzunlik / bo'y uchun og'irlik etishmovchiligiga ega. Bu holat bir necha hafta ichida sodir bo'lishi mumkin edi, shuning uchun ba'zi bir tezkor sabablarni aniqlashni o'ylab ko'ring, ba'zi sabablar bo'lishi mumkin: so'nggi kasalliklar, metabolik va surunkali kasalliklar, etarli va noto'g'ri ovqatlanish, atrofdagi muhit o'zgarishi va boshqalar. Buning sababini o'rganish va yo'qotish o'rnini qanday qoplashni aniqlash uchun shoshilinch ravishda pediatrga murojaat qiling.",Published
3096,23015,O'sish haqida ko'proq ma'lumot 25-60 oy - og'ir ovqatlanish etishmovchiligi,"diqqat Farzandingiz uzunlik / bo'y uchun og'irlik etishmovchiligiga ega. Bu holat bir necha hafta ichida sodir bo'lishi mumkin edi, shuning uchun ba'zi bir tezkor sabablarni aniqlashni o'ylab ko'ring, ba'zi sabablar bo'lishi mumkin: so'nggi kasalliklar, metabolik va surunkali kasalliklar, etarli va noto'g'ri ovqatlanish, atrofdagi muhit o'zgarishi va boshqalar. Buning sababini o'rganish va yo'qotish o'rnini qanday qoplashni aniqlash uchun shoshilinch ravishda pediatrga murojaat qiling.",Published
3101,23016,Dastlabki 6 oyda o'sish haqida ko'proq ma'lumot - ortiqcha vazn,"diqqat Farzandingiz bo'yi uchun o'rtacha darajada ortiqcha vaznga ega. Ushbu ortiqcha vazn uning sog'lig'iga xavf tug'dirishi mumkin, shuning uchun bunga nima sabab bo'lganligi haqida o'ylang: energiyaga boy oziq-ovqat mahsulotlarini ortiqcha iste'mol qilish (masalan, shirin va yog'li mahsulotlar), zararli ovqatlarni iste'mol qilish, jismoniy faollikning pasayishi, ko'rish vaqtining ko'payishi yoki darhol o'zgarishi atrof-muhit va boshqalar. Qo'shimcha tavsiyalar olish va bolangizning o'sishini kuzatish dinamikasini aniqlash uchun pediatr bilan uchrashishga ishonch hosil qiling.",Published
3106,23017,O'sish haqida ko'proq ma'lumot 7 - 9 oy - ortiqcha vazn,"diqqat Farzandingiz bo'yi uchun o'rtacha darajada ortiqcha vaznga ega. Ushbu ortiqcha vazn uning sog'lig'iga xavf tug'dirishi mumkin, shuning uchun bunga nima sabab bo'lganligi haqida o'ylang: energiyaga boy oziq-ovqat mahsulotlarini ortiqcha iste'mol qilish (masalan, shirin va yog'li mahsulotlar), zararli ovqatlarni iste'mol qilish, jismoniy faollikning pasayishi, ko'rish vaqtining ko'payishi yoki darhol o'zgarishi atrof-muhit va boshqalar. Qo'shimcha tavsiyalar olish va bolangizning o'sishini kuzatish dinamikasini aniqlash uchun pediatr bilan uchrashishga ishonch hosil qiling.",Published
3111,23018,10-12 oylik o'sish haqida ko'proq ma'lumot - ortiqcha vazn,"diqqat Farzandingiz bo'yi uchun o'rtacha darajada ortiqcha vaznga ega. Ushbu ortiqcha vazn uning sog'lig'iga xavf tug'dirishi mumkin, shuning uchun bunga nima sabab bo'lganligi haqida o'ylang: energiyaga boy oziq-ovqat mahsulotlarini ortiqcha iste'mol qilish (masalan, shirin va yog'li mahsulotlar), zararli ovqatlarni iste'mol qilish, jismoniy faollikning pasayishi, ko'rish vaqtining ko'payishi yoki darhol o'zgarishi atrof-muhit va boshqalar. Qo'shimcha tavsiyalar olish va bolangizning o'sishini kuzatish dinamikasini aniqlash uchun pediatr bilan uchrashishga ishonch hosil qiling.",Published
3116,23019,13-24 oylik o'sish haqida ko'proq ma'lumot - ortiqcha vazn,"diqqat Farzandingiz bo'yi uchun o'rtacha darajada ortiqcha vaznga ega. Ushbu ortiqcha vazn uning sog'lig'iga xavf tug'dirishi mumkin, shuning uchun bunga nima sabab bo'lganligi haqida o'ylang: energiyaga boy oziq-ovqat mahsulotlarini ortiqcha iste'mol qilish (masalan, shirin va yog'li mahsulotlar), zararli ovqatlarni iste'mol qilish, jismoniy faollikning pasayishi, ko'rish vaqtining ko'payishi yoki darhol o'zgarishi atrof-muhit va boshqalar. Qo'shimcha tavsiyalar olish va bolangizning o'sishini kuzatish dinamikasini aniqlash uchun pediatr bilan uchrashishga ishonch hosil qiling.",Published
3121,23020,O'sish haqida ko'proq ma'lumot 25-60 oy - ortiqcha vazn,"diqqat Farzandingiz bo'yi uchun o'rtacha darajada ortiqcha vaznga ega. Ushbu ortiqcha vazn uning sog'lig'iga xavf tug'dirishi mumkin, shuning uchun bunga nima sabab bo'lganligi haqida o'ylang: energiyaga boy oziq-ovqat mahsulotlarini ortiqcha iste'mol qilish (masalan, shirin va yog'li mahsulotlar), zararli ovqatlarni iste'mol qilish, jismoniy faollikning pasayishi, ko'rish vaqtining ko'payishi yoki darhol o'zgarishi atrof-muhit va boshqalar. Qo'shimcha tavsiyalar olish va bolangizning o'sishini kuzatish dinamikasini aniqlash uchun pediatr bilan uchrashishga ishonch hosil qiling.",Published
3126,23021,Dastlabki 6 oyda o'sish haqida ko'proq ma'lumot - semirish,"Shoshilinch e'tibor! Farzandingiz semirib ketgan, ya'ni uning balandligi uchun ortiqcha vazn bor. Ushbu og'irlik bolangizning sog'lig'iga jiddiy zarar etkazishi mumkin. Bunga nima sabab bo'lganligi haqida o'ylab ko'ring: energiyaga boy oziq-ovqat mahsulotlarini ortiqcha iste'mol qilish (masalan, shirin va yog'li mahsulotlar), zararli oziq-ovqatlarni iste'mol qilish, jismoniy faollikni kamaytirish, ko'rish vaqtining ko'payishi yoki yaqin atrofdagi o'zgarishlar va boshqalar. Pediatrga ko'rik va qo'shimcha diagnostika qilish uchun tashrif buyurishni, shuningdek o'sishni keyingi kuzatib borish dinamikasini aniqlashni unutmang!",Published
3131,23022,O'sish haqida ko'proq ma'lumot 7 - 9 oy - ortiqcha vazn,"Shoshilinch e'tibor! Farzandingiz semirib ketgan, ya'ni uning balandligi uchun ortiqcha vazn bor. Ushbu og'irlik farzandingizning sog'lig'iga jiddiy zarar etkazishi mumkin. Bunga nima sabab bo'lganligi haqida o'ylab ko'ring: energiyaga boy oziq-ovqat mahsulotlarini ortiqcha iste'mol qilish (masalan, shirin va yog'li mahsulotlar), zararli oziq-ovqatlarni iste'mol qilish, jismoniy faollikni kamaytirish, ko'rish vaqtining ko'payishi yoki yaqin atrofdagi o'zgarishlar va boshqalar. Pediatrga ko'rik va qo'shimcha diagnostika qilish uchun tashrif buyurishni, shuningdek o'sishni keyingi kuzatib borish dinamikasini aniqlashni unutmang!",Published
3136,23023,O'sish haqida ko'proq ma'lumot 10 - 12 oy - ortiqcha vazn,"Shoshilinch e'tibor! Farzandingiz semirib ketgan, ya'ni uning balandligi uchun ortiqcha vazn bor. Ushbu og'irlik farzandingizning sog'lig'iga jiddiy zarar etkazishi mumkin. Bunga nima sabab bo'lganligi haqida o'ylab ko'ring: energiyaga boy oziq-ovqat mahsulotlarini ortiqcha iste'mol qilish (masalan, shirin va yog'li mahsulotlar), zararli oziq-ovqatlarni iste'mol qilish, jismoniy faollikni kamaytirish, ko'rish vaqtining ko'payishi yoki yaqin atrofdagi o'zgarishlar va boshqalar. Pediatrga ko'rik va qo'shimcha diagnostika qilish uchun tashrif buyurishni, shuningdek o'sishni keyingi kuzatib borish dinamikasini aniqlashni unutmang!",Published
3141,23024,O'sish haqida ko'proq ma'lumot 13 - 24 oy - ortiqcha vazn,"Shoshilinch e'tibor! Farzandingiz semirib ketgan, ya'ni uning balandligi uchun ortiqcha vazn bor. Ushbu og'irlik bolangizning sog'lig'iga jiddiy zarar etkazishi mumkin. Bunga nima sabab bo'lganligi haqida o'ylab ko'ring: energiyaga boy oziq-ovqat mahsulotlarini ortiqcha iste'mol qilish (masalan, shirin va yog'li mahsulotlar), zararli oziq-ovqatlarni iste'mol qilish, jismoniy faollikni kamaytirish, ko'rish vaqtining ko'payishi yoki yaqin atrofdagi o'zgarishlar va boshqalar. Pediatrga ko'rik va qo'shimcha diagnostika qilish uchun tashrif buyurishni, shuningdek o'sishni keyingi kuzatib borish dinamikasini aniqlashni unutmang!",Published
3146,23025,O'sish haqida ko'proq ma'lumot 25-60 oy - ortiqcha vazn,"Shoshilinch e'tibor! Farzandingiz semirib ketgan, ya'ni uning balandligi uchun ortiqcha vazn bor. Ushbu og'irlik farzandingizning sog'lig'iga jiddiy zarar etkazishi mumkin. Bunga nima sabab bo'lganligi haqida o'ylab ko'ring: energiyaga boy oziq-ovqat mahsulotlarini ortiqcha iste'mol qilish (masalan, shirin va yog'li mahsulotlar), zararli oziq-ovqatlarni iste'mol qilish, jismoniy faollikni kamaytirish, ko'rish vaqtining ko'payishi yoki yaqin atrofdagi o'zgarishlar va boshqalar. Pediatrga ko'rik va qo'shimcha diagnostika qilish uchun tashrif buyurishni, shuningdek o'sishni keyingi kuzatib borish dinamikasini aniqlashni unutmang!",Published
3151,23026,Dastlabki 6 oylik o'sish haqida ko'proq ma'lumot - yoshga xos o'sish,"Bravo! Farzandingiz uzunligi / bo'yi bo'yicha yoki uning yoshi va jinsi uchun kutilgan ko'rsatkichdan biroz kattaroq o'sadi. Oziqlanish, jismoniy faollik va uxlash bo'yicha yaxshi amaliyot tavsiyalariga amal qilishni davom eting va bolangizning o'sishini kuzatib boring.",Published
3156,23027,7-9 oylikda o'sish haqida batafsil maʼlumot - tana uzunligi yoshiga mos,"Juda yaxshi! Farzandingiz tana uzunligi uning yoshi va jinsiga nisbatan yoshiga mos yoki kutilgan koʻrsatkichdan biroz yuqori. Oziqlanish, jismoniy faollik va uyqu masalasida toʻgʻri amaliy tavsiyalarga amal qilishni davom eting va bolangizning oʻsishini kuzatib boring.",Published
3161,23028,10-12 oylikda o'sish haqida batafsil maʼlumot - tana uzunligi yoshiga mos,"Juda yaxshi! Farzandingiz tana uzunligi uning yoshi va jinsiga nisbatan yoshiga mos yoki kutilgan koʻrsatkichdan biroz yuqori. Oziqlanish, jismoniy faollik va uyqu masalasida toʻgʻri amaliy tavsiyalarga amal qilishni davom eting va bolangizning oʻsishini kuzatib boring.",Published
3166,23029,13-24 oylikda o'sish haqida batafsil maʼlumot - tana uzunligi yoshiga mos,"Juda yaxshi! Farzandingiz tana uzunligi uning yoshi va jinsiga nisbatan yoshiga mos yoki kutilgan koʻrsatkichdan biroz yuqori. Oziqlanish, jismoniy faollik va uyqu masalasida toʻgʻri amaliy tavsiyalarga amal qilishni davom eting va bolangizning oʻsishini kuzatib boring.",Published
3171,23030,25-72 oylikda o'sish haqida batafsil maʼlumot - bo'y yoshiga mos,"Juda yaxshi! Farzandingiz boʻyi uning yoshi va jinsiga nisbatan yoshiga mos yoki kutilgan koʻrsatkichdan biroz yuqori. Oziqlanish, jismoniy faollik va uyqu masalasida toʻgʻri amaliy tavsiyalarga amal qilishni davom eting va bolangizning oʻsishini kuzatib boring.",Published
3176,23031,Dastlabki 6 oylik o'sish haqida batafsil ma'lumot - o'sishning o'rtacha darajada orqada qolishi,"Diqqat! Farzandingizning tana uzunligi oʻsishi sekin va oʻrtacha darajada  orqada qolyapti. Bunga sabab boʻlishi mumkin boʻlgan uzoq muddatli sabablardan birini koʻrib chiqing: doimiy ravishda toʻyib ovqatlanmaslik, surunkali kasallik, endokrin kasallik va h. Qoʻshimcha tekshiruvdan oʻtish uchun, tavsiyalar olish uchun va keyingi oʻsishni kuzatish dinamikasini aniqlash uchun pediatr bilan maslahatlashing!",Published
3181,23032,7-9 oylik o'sish haqida - o'sishning o'rtacha kechikishi,"Diqqat! Farzandingizning tana uzunligi oʻsishi sekin va oʻrtacha darajada  orqada qolyapti. Bunga sabab boʻlishi mumkin boʻlgan uzoq muddatli sabablardan birini koʻrib chiqing: doimiy ravishda toʻyib ovqatlanmaslik, surunkali kasallik, endokrin kasallik va h. Qoʻshimcha tekshiruvdan oʻtish uchun, tavsiyalar olish uchun va keyingi oʻsishni kuzatish dinamikasini aniqlash uchun pediatr bilan maslahatlashing!",Draft
3186,23033,10-12 oylikda o'sish haqida batafsil maʼlumot - osʼishning oʼrtacha darajada orqada qolishi,"Diqqat! Farzandingizning tana uzunligi oʻsishi sekin va oʻrtacha darajada  orqada qolyapti. Bunga sabab boʻlishi mumkin boʻlgan uzoq muddatli sabablardan birini koʻrib chiqing: doimiy ravishda toʻyib ovqatlanmaslik, surunkali kasallik, endokrin kasallik va h. Qoʻshimcha tekshiruvdan oʻtish uchun, tavsiyalar olish uchun va keyingi oʻsishni kuzatish dinamikasini aniqlash uchun pediatr bilan maslahatlashing!",Published
3191,23034,O'sish haqida batafsil ma'lumot 13 - 24 oy - o'sishning oʼrtacha darajada orqada qolishi,"Diqqat! Farzandingizning tana uzunligining oʻsishi sekin va oʻrtacha darajada orqada qolyapti. Bunga sabab boʻlishi mumkin boʻlgan uzoq muddatli sabablardan birini koʻrib chiqing: doimiy ravishda toʻyib ovqatlanmaslik, surunkali kasallik, endokrin kasallik va h. Qoʻshimcha tekshiruvdan oʻtish uchun, tavsiyalar olish uchun va keyingi oʻsishni kuzatish dinamikasini aniqlash uchun pediatr bilan maslahatlashing!",Published
3196,23035,25 - 60 oylikda o'sish bo'yicha to'liq ma'lumot - osʼishning juda ortda qolishi,Shoshilinch! Farzandingizning bo'y o'sishi jiddiy darajada orqada qolyapti. Pediatrga shoshilinch ravishda tegishli muolajalarni olish va o'sish dinamikasining keyingi kuzatuvlarini aniqlash hamda qo'shimcha tekshiruvdan o'tish uchun yoziling!!,Published
3201,23036,Dastlabki 6 oylikda o'sish bo'yicha to'liq ma'lumot - o'sishning juda ortda qolishi,Shoshilinch! Farzandingizning tana uzunligining o'sishi jiddiy darajada orqada qolyapti. Pediatrga shoshilinch ravishda tegishli muolajalarni olish va o'sish dinamikasining keyingi kuzatuvlarini aniqlash hamda qo'shimcha tekshiruvdan o'tish uchun yoziling!,Published
3206,23037,7-9 oylik o'sish haqida ko'proq ma'lumot - o'sishning juda ortda qolishi,Shoshilinch! Farzandingizning tana uzunligining o'sishi jiddiy darajada orqada qolyapti. Pediatrga shoshilinch ravishda tegishli muolajalarni olish va o'sish dinamikasining keyingi kuzatuvlarini aniqlash hamda qo'shimcha tekshiruvdan o'tish uchun yoziling!,Published
3211,23038,10 - 12 oylikda o'sish bo'yicha to'liq ma'lumot - osʼishning juda ortda qolishi,Shoshilinch! Farzandingizning tana uzunligining o'sishi jiddiy darajada orqada qolyapti. Pediatrga shoshilinch ravishda tegishli muolajalarni olish va o'sish dinamikasining keyingi kuzatuvlarini aniqlash hamda qo'shimcha tekshiruvdan o'tish uchun yoziling!,Published
3216,23039,O'sish haqida ko'proq ma'lumot 13 - 24 oy - osʼishning juda ortda qolishi,Shoshilinch! Farzandingizning tana uzunligining o'sishi jiddiy darajada orqada qolyapti. Pediatrga shoshilinch ravishda tegishli muolajalarni olish va o'sish dinamikasining keyingi kuzatuvlarini aniqlash hamda qo'shimcha tekshiruvdan o'tish uchun yoziling!,Published
3221,23040,25 - 60 oylikda o'sish bo'yicha to'liq ma'lumot - osʼishning juda ortda qolishi,Shoshilinch! Farzandingizning bo'y o'sishi jiddiy darajada orqada qolyapti. Pediatrga shoshilinch ravishda tegishli muolajalarni olish va o'sish dinamikasining keyingi kuzatuvlarini aniqlash hamda qo'shimcha tekshiruvdan o'tish uchun yoziling!,Published
3226,23041,Dastlabki 6 oydagi o'sish -  tana uzunligi o'rtachadan yuqori,"Farzandingiz o'sdi, uning tana uzunligi shu yoshdagi va jinsdagi bolalalarga qaraganda odatdagidan ancha baland. Ehtimol, bu uning irsiy salohiyatining natijasidir, ammo pediatr bilan bu haqda gaplashing. Qabul qilingan tavsiyalarni bajarishda davom eting va bolangizning o'sishini muntazam ravishda kuzatib boring.",Published
3231,23042,7 - 9 oylikda o'sish bo'yicha to'liq ma'lumot - tana uzunligi yoshi uchun o'rtachadan yuqori,"Farzandingiz o'sdi, uning tana uzunligi shu yoshdagi va jinsdagi bolalalarga qaraganda odatdagidan ancha baland. Ehtimol, bu uning irsiy salohiyatining natijasidir, ammo pediatr bilan bu haqda gaplashing. Qabul qilingan tavsiyalarni bajarishda davom eting va bolangizning o'sishini muntazam ravishda kuzatib boring.",Published
3236,23043,10 - 12 oylikda o'sish bo'yicha to'liq ma'lumot - tana uzunligi yoshi uchun o'rtachadan yuqori,"Farzandingiz o'sdi, uning tana uzunligi shu yoshdagi va jinsdagi bolalalarga qaraganda odatdagidan ancha baland. Ehtimol, bu uning irsiy salohiyatining natijasidir, ammo pediatr bilan bu haqda gaplashing. Qabul qilingan tavsiyalarni bajarishda davom eting va bolangizning o'sishini muntazam ravishda kuzatib boring.",Published
3241,23044,13 - 24 oylikda o'sish bo'yicha to'liq ma'lumot - tana uzunligi yoshi uchun o'rtachadan yuqori,"Farzandingiz o'sdi, uning tana uzunligi shu yoshdagi va jinsdagi bolalalarga qaraganda odatdagidan ancha baland. Ehtimol, bu uning irsiy salohiyatining natijasidir, ammo pediatr bilan bu haqda gaplashing. Qabul qilingan tavsiyalarni bajarishda davom eting va bolangizning o'sishini muntazam ravishda kuzatib boring.",Published
3246,23045,25 oylikdan 60 oygacha bo'y uzunligi - bo'yi yoshi uchun o'rtachadan yuqori,"Farzandingiz o'sdi, uning bo'yi shu yoshdagi va jinsdagi bolalalarga qaraganda odatdagidan ancha baland. Ehtimol, bu uning irsiy salohiyatining natijasidir, ammo pediatr bilan bu haqda gaplashing. Qabul qilingan tavsiyalarni bajarishda davom eting va bolangizning o'sishini muntazam ravishda kuzatib boring.",Published